Game,Participant ID,CCC,PCC,KendallTau
Heist!,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,0.184644195,0.42275711,0.346383991
Heist!,10FFF83C-FD48-DCA7-E554-491C3C1E3EC6,-0.005044122,-0.008595981,-0.009963418
Heist!,1FA97947-2FB7-D626-8CD3-2426BEEE97D1,0.36465638,0.381064294,0.315905119
Heist!,35FEE4B0-EF25-110F-8D86-5410FA57646B,0.416531863,0.464724663,0.370035562
Heist!,46A9A47E-EDE3-2EF4-2F06-E95AF67D57E1,0.217132991,0.364302713,0.290057098
Heist!,48847236-6E23-6E61-57CD-780C68FAA2C2,0.20139933,0.335759138,0.27230073
Heist!,4B423110-8A54-A87F-39BB-D68BF033C7FC,0.34519849,0.518628207,0.425042996
Heist!,5E491E0A-C580-29BE-4329-ED7BFF843D0D,-0.009544342,-0.020798241,-0.008387945
Heist!,64A0EC69-0CE2-8405-0FFC-D63A7F55E703,0.197963681,0.295275887,0.239318937
Heist!,6B1E25A6-882B-DDD7-CE4F-4EC17A0906CF,0.170288948,0.201349337,0.160585499
Heist!,718078D1-70DB-2916-366D-1119A22DCD7F,0.075898115,0.156925333,0.130608157
Heist!,761D024F-3C62-5326-601A-88D436C7726A,0.185006967,0.402998509,0.329382904
Heist!,772BA0E9-AC30-CEA6-AA1B-18A0300702AA,0.337824352,0.370809038,0.288324257
Heist!,7FB7C50A-30EA-A991-0C04-7FFA681B8803,0.285465373,0.341644332,0.278370354
Heist!,99C0C5AE-01AD-1BB2-A36B-74B166CB26BA,0.268407236,0.410754539,0.328361936
Heist!,A135AF2A-692D-9C83-AB54-34F977E4D14D,0.287407322,0.451339757,0.363986557
Heist!,AB9921A8-F143-E101-6A47-E66882F571B2,0.129915585,0.32735124,0.266162973
Heist!,B06410CC-D778-33B2-B1FD-A828EE4AF413,0.219360219,0.318704681,0.270528826
Heist!,B3CE5256-6F65-85EB-0078-689BD5CC1B17,0.177348692,0.496490554,0.393775679
Heist!,B9FD0C60-33D3-E99E-2475-815EAD5C89C2,0.130961434,0.252281613,0.195987731
Heist!,BAAA2876-D490-2AB5-0A98-6EB94C7FC331,0.306889816,0.469052244,0.381210831
Heist!,C5DC661F-E2D6-2B65-4765-77C8B81D2488,0.343072059,0.537316207,0.441282824
Heist!,C8BB6C15-19FA-A17A-5945-6202803016D7,0.136351198,0.221833868,0.176887548
Heist!,D6D11A63-A131-4E74-041D-6E3BD8EFF8FF,0.226850466,0.430453677,0.350328313
Heist!,E5CCE6B3-2C6E-BE96-602F-3852C8614777,0.218326476,0.416411927,0.337688287
Heist!,F752B62E-E95F-A65D-4CB2-8B0252E15F08,0.211915247,0.379866734,0.310075675
Heist!,FC50071B-D2BA-C98B-AC6E-7339010D56DA,0.200326049,0.239146203,0.196872083
Heist!,018B0D8D-B5EC-09D6-90ED-550058EBFEAF,0.37216219,0.581770693,0.480252717
Heist!,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,0.252697093,0.436903193,0.355792834
Heist!,0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,0.224828346,0.415584517,0.339671612
Heist!,0F3B2D98-51FE-5265-3746-A0763DE31C98,0.477907332,0.579352603,0.479820293
Heist!,1F6A56CA-9C73-442F-2682-BB69E4B03AB2,0.370328278,0.520152932,0.4285954
Heist!,27C12E79-B4DD-AA48-E99E-552C6BAEBA6F,0.375856654,0.623716436,0.515566988
Heist!,2C636222-CB43-AB6F-444A-7278047991C7,0.374668529,0.608050976,0.5021865
Heist!,4690C2DC-C0B5-6C1B-880A-D31C46C8A565,0.231884013,0.414381569,0.336495948
Heist!,48D32E40-ABB9-E3FB-185C-8A5AA0C44CBF,0.50003165,0.640951501,0.529449991
Heist!,5CD23052-9069-615B-22B2-CB8E9A2413C9,0.266360633,0.497511431,0.408742042
Heist!,647C581E-E72F-0765-F94A-065909B99374,0.447647655,0.588037729,0.48701717
Heist!,70432028-81AF-D67A-251E-D2F807AB93CF,0.210200623,0.346609918,0.283798365
