Game,Participant ID,CCC,PCC,KendallTau
TopDown,09FCECC4-F94E-ED69-5E9B-3223B590A149,0.21019156696123079,0.3753349590940012,0.3107624795703478
TopDown,0D759376-3F10-1BEB-7205-E91B8BF17984,0.07383082509911175,0.2228156475758536,0.1822325957991571
TopDown,10FFF83C-FD48-DCA7-E554-491C3C1E3EC6,0.040875543671478665,0.07610288204893016,0.06149732986437491
TopDown,1F6A56CA-9C73-442F-2682-BB69E4B03AB2,0.36056381683704547,0.5375651945367061,0.44439393468914673
TopDown,37249306-1597-DC6D-3544-6FEDBBF8B848,0.15352959449073778,0.20235592711398506,0.1609855608195525
TopDown,48D32E40-ABB9-E3FB-185C-8A5AA0C44CBF,0.3962210046439301,0.648893781160127,0.537982492366577
TopDown,4BFAECAC-0CC2-F9AC-17BB-7343BE737D81,0.4096733919828158,0.6398797168149538,0.5316573017480636
TopDown,66E9719B-D383-AA87-7FAB-D9B4ABE7011C,0.49246554193191994,0.5693264238228732,0.47803697805635553
TopDown,6C9454F6-2AA4-4C25-0387-C6CA7AFC4C13,0.3969861511394475,0.6210906347249692,0.5128275973327252
TopDown,77F6B31E-B228-3C6D-A66F-E7E6FDED3587,0.44550718664531735,0.594777031549621,0.4948327299539361
TopDown,7FB7C50A-30EA-A991-0C04-7FFA681B8803,0.1855984408605443,0.2208771132072449,0.17550809110030016
TopDown,85748DC9-A6DA-334D-6422-BF69EE06A98C,0.39645845845184563,0.5863573655988048,0.4879045189452284
TopDown,96B78431-4166-E4D3-2AA2-15BE2512E1D6,0.37009353816797946,0.5724345033395559,0.4734790221219474
TopDown,A43E8D46-F136-DB41-3E16-F9F161DBA1D6,0.45828652474763726,0.5745069055945623,0.4779836964436046
TopDown,B3CE5256-6F65-85EB-0078-689BD5CC1B17,0.45871531169189317,0.6121504082771436,0.5063487505251801
TopDown,C0ABDBF6-67EF-EA64-A2D1-42FA92BD5713,0.4048294377434731,0.6737376856063985,0.5586007539680364
TopDown,CCA3ABC5-DCCE-0BBE-5327-E65AE52A195D,0.46963398391516586,0.5633383163164533,0.4679101377803125
TopDown,D6D11A63-A131-4E74-041D-6E3BD8EFF8FF,0.39258869549854847,0.601298057961633,0.4945482223126049
TopDown,DBA0C8C4-AE05-772F-2E53-E6167F8ACB77,0.04456643868296134,0.1050495929730149,0.0831855753190546
TopDown,DD956DE9-DEFB-C0C6-82B4-C639A17D6782,0.34878437099670534,0.5450697454852613,0.4521385021158161
TopDown,E49C1269-8AB7-8C8F-FC88-AA92C2F1E260,0.41501274494114104,0.5832533428314981,0.482817786943332
TopDown,EC6E2525-212C-1C3A-0B73-74D1B45748E1,0.10547572836057163,0.18068309611843664,0.14410696600719433
TopDown,FC50071B-D2BA-C98B-AC6E-7339010D56DA,0.41670610364394717,0.5932353947780701,0.4922941227144497
TopDown,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,0.2108610074985256,0.2694686452330377,0.21591771134322543
TopDown,14027B3A-0AD6-CBA3-A600-42B3C0A4D933,0.2709469073041197,0.3275383248365752,0.27325015284208876
TopDown,1FA97947-2FB7-D626-8CD3-2426BEEE97D1,0.4832073842527448,0.5792669509992392,0.4798001789361347
TopDown,3FC0B5B3-AC42-BF96-D8EE-10E81EAAACF6,0.4054279402023551,0.6124617397148208,0.5087866013134991
TopDown,58CB3C5E-2F5C-31FE-83E8-C6772D99B8D5,0.09373559990896815,0.14651487646394473,0.10907714931445239
TopDown,62A1F053-1EA8-7433-090E-89D450314F41,0.40775969850062627,0.6396541411778107,0.53009852847874
TopDown,6B690AF9-8440-1C43-B353-FA85266AA12C,0.31395294221331077,0.533840763343276,0.43658540212588515
TopDown,72B642AD-2D4A-574F-05EC-EC93C0C52335,0.4551952469375371,0.6626375795852798,0.548462413880712
TopDown,7417E7AB-C723-0958-F8EE-DDA4DED65165,0.16630591042497914,0.44063463257348645,0.3576967961649607
TopDown,7B8B31F4-FFC3-7A4E-3EAF-78D5CA8ACB61,0.3614506378318902,0.5008297365289415,0.4151004829503729
TopDown,8690E8B6-9B41-5F0E-C518-8F2D028C6690,0.422007538654554,0.5875453114770771,0.46850261431572776
TopDown,874A6B13-C999-C802-1138-FA198591D897,0.4471606279765496,0.6213108891407972,0.5145869107519226
TopDown,99827717-1B21-7ECC-CAD1-99489F7E19EA,0.4153477793582305,0.5966739059141309,0.4941622824481594
TopDown,9C694EBE-9421-F45A-ED92-F521991A6A52,0.26159012954414895,0.39697185985418276,0.32636654401627757
