Game,Participant ID,CCC,PCC,KendallTau
Shootout,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,0.25411439629088095,0.3725921430535754,0.30436487131279727
Shootout,165B40B2-D9B2-DBC0-AE48-02C0F49A609F,0.4503384130448065,0.6546884740244308,0.5457815927115487
Shootout,35FEE4B0-EF25-110F-8D86-5410FA57646B,0.3855561462131776,0.6348621180379359,0.5223272189863222
Shootout,46A9A47E-EDE3-2EF4-2F06-E95AF67D57E1,0.4109335805735151,0.5500908739155491,0.4572800469058278
Shootout,48847236-6E23-6E61-57CD-780C68FAA2C2,0.46936654079596274,0.6617430414867447,0.5517672286604258
Shootout,48D32E40-ABB9-E3FB-185C-8A5AA0C44CBF,0.35121038783693986,0.6007649232791211,0.5008857988229143
Shootout,647C581E-E72F-0765-F94A-065909B99374,-0.06980892322397926,-0.1182587712618709,-0.11672009325378478
Shootout,718078D1-70DB-2916-366D-1119A22DCD7F,-0.11652535432531821,-0.13800201498560463,-0.11263637472066754
Shootout,7417E7AB-C723-0958-F8EE-DDA4DED65165,0.3522836911940021,0.6669374961494476,0.5458013645545434
Shootout,761D024F-3C62-5326-601A-88D436C7726A,0.44822101654129104,0.6729052276721242,0.5570427353132211
Shootout,8407F9C4-C295-8C95-C281-584AF2118F84,0.5390285875989173,0.645076554910191,0.5296608621537207
Shootout,9268F759-54B0-96CC-C0F5-9D8DBAA12073,0.38833131471125243,0.6627995385273401,0.5488557361062769
Shootout,B6EE5F90-8F59-D3CF-C449-59216B28207B,0.21386968710934398,0.39290518158363386,0.3252709092428457
Shootout,C5DC661F-E2D6-2B65-4765-77C8B81D2488,0.5278942299149213,0.6584625438943259,0.5432907043052295
Shootout,CD5833CD-93D3-318C-371A-18A32DEFC38B,0.44931313920186233,0.6063357919006679,0.5019785615871549
Shootout,E49C1269-8AB7-8C8F-FC88-AA92C2F1E260,0.3759772793490525,0.5920052001831497,0.49180591411866226
Shootout,EC6E2525-212C-1C3A-0B73-74D1B45748E1,0.285896856821832,0.5229880397314894,0.425008641721599
Shootout,EE62AFCD-B47D-E676-0257-21F92CB612D8,0.33368278804406826,0.5919130493947545,0.4910764545141073
Shootout,F752B62E-E95F-A65D-4CB2-8B0252E15F08,0.2870114102067437,0.39551915905483015,0.32243481792971257
Shootout,FC50071B-D2BA-C98B-AC6E-7339010D56DA,0.5189697117230357,0.5988589609340975,0.48108288377188846
Shootout,FC66D29E-8CD8-AE29-A071-33549272C1EE,0.19768900888480315,0.34486791360142766,0.27988755283382905
Shootout,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,0.46982056470885136,0.6093644025980097,0.5053866969786246
Shootout,1AE03BA6-E346-DEB8-4865-276ECC5CD9B1,0.4182747439503602,0.6253387708896025,0.5199938655879248
Shootout,37249306-1597-DC6D-3544-6FEDBBF8B848,0.34138394703853103,0.49796795631311785,0.40906214549712133
Shootout,4B423110-8A54-A87F-39BB-D68BF033C7FC,0.42997580694574017,0.6533024301588759,0.5438096612701987
Shootout,4BFAECAC-0CC2-F9AC-17BB-7343BE737D81,0.3762279995544542,0.642086818390567,0.526846992737292
Shootout,5CD23052-9069-615B-22B2-CB8E9A2413C9,0.14660014782429323,0.2252175767499983,0.18491369058903098
