Participant ID,PCC,CCC,KendallTau,Game
09FCECC4-F94E-ED69-5E9B-3223B590A149,0.4573194001674331,0.004171501971593292,0.4940648281120394,Heist!
1AE03BA6-E346-DEB8-4865-276ECC5CD9B1,0.37219162906773234,0.006858801425143817,0.40287990377640853,Heist!
1FA97947-2FB7-D626-8CD3-2426BEEE97D1,0.2809786562112365,0.0026872737784677603,0.23807987661658758,Heist!
718078D1-70DB-2916-366D-1119A22DCD7F,-0.18323808335831854,-0.0039623025630585096,-0.07291950353481247,Heist!
761D024F-3C62-5326-601A-88D436C7726A,0.5032660846351856,0.01653202149383086,0.3797512415779305,Heist!
8322EDEF-4C09-318A-1B7E-56D62A6839AD,0.14873632132208886,0.0015649092014183394,0.396662085751417,Heist!
85748DC9-A6DA-334D-6422-BF69EE06A98C,0.6535200363823844,0.03079424040216964,0.6375669938320468,Heist!
A135AF2A-692D-9C83-AB54-34F977E4D14D,0.7773043000996332,0.02923162165478433,0.7715832109557779,Heist!
B9FD0C60-33D3-E99E-2475-815EAD5C89C2,0.08943653696462255,0.0031115112216066757,0.019266204537507065,Heist!
D6D11A63-A131-4E74-041D-6E3BD8EFF8FF,0.45075832616596967,0.011873983379378858,0.4461988309283824,Heist!
EC6E2525-212C-1C3A-0B73-74D1B45748E1,-0.3206573261798794,-0.0023600341071196348,-0.12852821292974262,Heist!
06F9F8CE-9696-23CA-25B5-000AA4A793BA,0.2993200078980605,0.004514416026197657,0.3662605987346447,Heist!
1F6A56CA-9C73-442F-2682-BB69E4B03AB2,-0.38608327733868836,-0.005104893780961119,-0.018726286748554134,Heist!
47494449-E68E-E554-8BB1-ECEEE432E269,-0.4340457745537511,-0.00698235524492143,-0.3547383173758609,Heist!
70432028-81AF-D67A-251E-D2F807AB93CF,0.2820314513532675,0.013269617466116932,0.10747526216535198,Heist!
9E6EBCE2-44FB-8F07-4135-E91140B34096,-0.10635355371256522,-0.0011527311320469788,-0.38330353360513747,Heist!
A7C426E7-344F-99F4-6E35-453AF3AD9C2C,0.43809432568619905,0.008864518004286065,0.40681851293404964,Heist!
B6EE5F90-8F59-D3CF-C449-59216B28207B,0.00024813053304612866,5.354061187531028e-06,0.13711533544860294,Heist!
C24A665A-6B67-FDEA-04A4-C2DA3AF79D51,-0.6440237698869292,-0.01253039286095963,-0.39714747282706414,Heist!
D57F474B-B38C-E9AF-73CC-2CF16EED3827,0.6380276629396273,0.01182299672788907,0.7178513413168464,Heist!
