Game Name,Participant ID,PCC,CCC,KendallTau
Heist!,09FCECC4-F94E-ED69-5E9B-3223B590A149,0.7310060718846066,0.49095607686199494,0.5471772057056856
Heist!,1AE03BA6-E346-DEB8-4865-276ECC5CD9B1,0.7692645142626189,0.5691068132224083,0.4843994304003876
Heist!,1FA97947-2FB7-D626-8CD3-2426BEEE97D1,0.6133591103820872,0.22003568773645935,0.5842912507046853
Heist!,718078D1-70DB-2916-366D-1119A22DCD7F,0.1500097194375181,0.1108079876768183,0.07752423010845509
Heist!,761D024F-3C62-5326-601A-88D436C7726A,0.5076412453702933,0.3486515013988663,0.33937655204816164
Heist!,8322EDEF-4C09-318A-1B7E-56D62A6839AD,0.23096366502127022,0.17617356537467255,0.05511379478228435
Heist!,85748DC9-A6DA-334D-6422-BF69EE06A98C,0.7367634783756025,0.3552298462564318,0.6006461918701441
Heist!,A135AF2A-692D-9C83-AB54-34F977E4D14D,0.7214602016330242,0.5380128385868945,0.46381240951435543
Heist!,B9FD0C60-33D3-E99E-2475-815EAD5C89C2,0.23889752573003853,0.17224717189468267,0.09511599551996308
Heist!,D6D11A63-A131-4E74-041D-6E3BD8EFF8FF,0.6073201570748324,0.4602041358779538,0.4820013099702818
Heist!,EC6E2525-212C-1C3A-0B73-74D1B45748E1,-0.1064339267032862,-0.05119469051626455,0.07033179012055696
Heist!,06F9F8CE-9696-23CA-25B5-000AA4A793BA,0.7604518765036831,0.7209658465651263,0.6281093025574676
Heist!,1F6A56CA-9C73-442F-2682-BB69E4B03AB2,0.44131807310827736,0.3636789167639601,0.3816422687598052
Heist!,47494449-E68E-E554-8BB1-ECEEE432E269,0.4238666041293688,0.3272287497942201,0.2154237289454178
Heist!,70432028-81AF-D67A-251E-D2F807AB93CF,0.16679745256869852,0.11277501241946218,0.09163118624802523
Heist!,9E6EBCE2-44FB-8F07-4135-E91140B34096,0.6151937323582466,0.3748797747823254,0.3414634146341463
Heist!,A7C426E7-344F-99F4-6E35-453AF3AD9C2C,0.26720948463841965,0.21919036310076095,0.3437357385118106
Heist!,B6EE5F90-8F59-D3CF-C449-59216B28207B,0.3272679261492646,0.22096414820180274,0.19117876754032131
Heist!,C24A665A-6B67-FDEA-04A4-C2DA3AF79D51,-0.09321101269938772,-0.059949261794177866,0.048151129940722084
Heist!,D57F474B-B38C-E9AF-73CC-2CF16EED3827,0.9431205848552987,0.8576940161785899,0.833659276805418
Heist!,DF62EF03-DA30-E70A-CA31-03A029C9610A,0.5230063393828954,0.3186699562670278,0.30443084362513106
Heist!,E5F96AC5-AE7E-C4E8-8288-FB2674F43704,0.8362993687545424,0.3935665235427403,0.7017135888553916
Heist!,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,0.3302009640096188,0.28453019289348797,0.1495116002558923
Heist!,0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,0.38050557493947257,0.298490222491916,0.17766734206129414
Heist!,243FE25F-E451-21F6-7EFA-F9DACC7D31CA,-0.6967365254437049,-0.5867837030274349,-0.48562918212233125
Heist!,647C581E-E72F-0765-F94A-065909B99374,0.8526063915901797,0.7413658923660164,0.6601317142894381
Heist!,68339CF4-6AFB-7EFB-40EA-238612F8E5A4,0.9420523209727187,0.9091428152771137,0.5738710016467978
Heist!,6B690AF9-8440-1C43-B353-FA85266AA12C,0.7189036346336869,0.47249888550024,0.5536118833920232
Heist!,7417E7AB-C723-0958-F8EE-DDA4DED65165,0.23558794734376964,0.1914670180505901,0.09804039361042119
Heist!,7B8B31F4-FFC3-7A4E-3EAF-78D5CA8ACB61,0.6876855464067382,0.5128157664538532,0.5339043785384937
Heist!,96B78431-4166-E4D3-2AA2-15BE2512E1D6,0.7850304904883746,0.7577420813275471,0.5430357645690809
Heist!,DA2856BC-D181-9AF0-DC9A-99A9444D5579,0.5234080169917775,0.31489473562055526,0.3504944071572557
Heist!,F1430977-52AF-4F46-BF92-0A8D736CBD2B,0.07863428555446897,0.07497677350408988,0.11157156748222438
Heist!,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,0.7111749966526598,0.3207300656843578,0.554611664287007
Heist!,2656C6B4-988A-A958-5107-5422027AEE1D,0.8183861606258773,0.6005122828505473,0.6658536585365854
Heist!,4CAE9D77-C8A8-2EE8-53D0-7C3C6331B2C5,0.8625646379383894,0.7320191502474189,0.6375880532597556
Heist!,64A0EC69-0CE2-8405-0FFC-D63A7F55E703,0.28167354161724795,0.21652374920443515,0.18232345961886165
Heist!,772BA0E9-AC30-CEA6-AA1B-18A0300702AA,0.5965619244884168,0.147006359174062,0.3547541226548726
Heist!,B0AAFE06-91C2-2C6D-4547-7508BB719E45,0.8359863582411597,0.4974776511115293,0.6724052921001767
Heist!,C5DC661F-E2D6-2B65-4765-77C8B81D2488,0.8064391982356989,0.6122705610849811,0.651219512195122
Heist!,DBA0C8C4-AE05-772F-2E53-E6167F8ACB77,-0.23483156595593968,-0.20332056997858738,-0.23846153846153847
Heist!,DC0BE0E2-B41E-3D73-47C5-5733952512CB,0.7212704623255284,0.5082726391990762,0.5439024390243903
Heist!,F752B62E-E95F-A65D-4CB2-8B0252E15F08,0.6817265001881389,0.6371214659943738,0.4645972676913964
Heist!,FC66D29E-8CD8-AE29-A071-33549272C1EE,0.7535084647909372,0.36680801971679433,0.5012239920395655
Heist!,0B5863F1-A482-C95D-EA42-9183B5BDFA12,0.5589406337715295,0.23943344373919684,0.2723072603237069
Heist!,2C636222-CB43-AB6F-444A-7278047991C7,0.8911541909215918,0.7882482376359254,0.7317073170731707
