Game,Participant ID,PCC,CCC,KendallTau
Heist!,09FCECC4-F94E-ED69-5E9B-3223B590A149,0.8142219289171939,0.6395330046920721,0.6235275134785719
Heist!,1AE03BA6-E346-DEB8-4865-276ECC5CD9B1,0.7676503383187457,0.6935453096368278,0.528911810491234
Heist!,1FA97947-2FB7-D626-8CD3-2426BEEE97D1,0.5553720904457311,0.2472779313246495,0.5048158664778515
Heist!,718078D1-70DB-2916-366D-1119A22DCD7F,-0.052032965013456486,-0.04834012045190907,-0.05515187677965046
Heist!,761D024F-3C62-5326-601A-88D436C7726A,0.5164745147533245,0.33808057621208615,0.32877664924940125
Heist!,8322EDEF-4C09-318A-1B7E-56D62A6839AD,0.3877054904194027,0.31297930501716176,0.22195076703669678
Heist!,85748DC9-A6DA-334D-6422-BF69EE06A98C,0.7381448435957827,0.4825157656213572,0.5920225532433719
Heist!,A135AF2A-692D-9C83-AB54-34F977E4D14D,0.8401967873543441,0.6478232200513174,0.593876206891397
Heist!,B9FD0C60-33D3-E99E-2475-815EAD5C89C2,0.13104815926553423,0.10174607974047394,0.07331203354161264
Heist!,D6D11A63-A131-4E74-041D-6E3BD8EFF8FF,0.6138782880145454,0.5135303689573826,0.4801466992391404
Heist!,EC6E2525-212C-1C3A-0B73-74D1B45748E1,-0.2702951141732909,-0.12670903288536908,0.009877152929493748
Heist!,06F9F8CE-9696-23CA-25B5-000AA4A793BA,0.6638416799641802,0.6491229587308774,0.5394350480787662
Heist!,1F6A56CA-9C73-442F-2682-BB69E4B03AB2,0.39019783873328256,0.30157963104930746,0.34484432297272727
Heist!,47494449-E68E-E554-8BB1-ECEEE432E269,0.2168370765207493,0.18903096047400017,0.004907979154639619
Heist!,70432028-81AF-D67A-251E-D2F807AB93CF,0.25281073035486806,0.13816836975673352,0.17114927214487605
Heist!,9E6EBCE2-44FB-8F07-4135-E91140B34096,0.3977745850750908,0.2892898214582021,0.12812693049842933
Heist!,A7C426E7-344F-99F4-6E35-453AF3AD9C2C,0.39803128874704435,0.3495696741699551,0.36038729677881876
Heist!,B6EE5F90-8F59-D3CF-C449-59216B28207B,0.38156450287338817,0.30270601529690305,0.2911556699892828
Heist!,C24A665A-6B67-FDEA-04A4-C2DA3AF79D51,-0.0932015037044627,-0.07615788386655599,-0.011712437012608075
Heist!,D57F474B-B38C-E9AF-73CC-2CF16EED3827,0.8878841684463352,0.8327810286180293,0.7800406701917455
Heist!,DF62EF03-DA30-E70A-CA31-03A029C9610A,0.4636688111699237,0.31070675159767946,0.28091258102748146
Heist!,E5F96AC5-AE7E-C4E8-8288-FB2674F43704,0.8521928435580259,0.4517974057529438,0.6589101051735254
Heist!,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,0.21777700042136744,0.1805383328996066,0.1225504920130265
Heist!,0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,0.1434667039165782,0.11034377493886885,0.020356642100292338
Heist!,243FE25F-E451-21F6-7EFA-F9DACC7D31CA,-0.7235772323697287,-0.6633394593599189,-0.5198801068060221
Heist!,647C581E-E72F-0765-F94A-065909B99374,0.8848053609054888,0.7901742871069336,0.7489718702311942
Heist!,68339CF4-6AFB-7EFB-40EA-238612F8E5A4,0.9114175303925957,0.6992715161122999,0.6096519158278144
Heist!,6B690AF9-8440-1C43-B353-FA85266AA12C,0.8089104326872968,0.5506521516649809,0.661029114497938
Heist!,7417E7AB-C723-0958-F8EE-DDA4DED65165,0.08175853766913055,0.07055552751076076,0.08098214373274304
Heist!,7B8B31F4-FFC3-7A4E-3EAF-78D5CA8ACB61,0.5307439105248404,0.4321676396789896,0.43233321027184846
Heist!,96B78431-4166-E4D3-2AA2-15BE2512E1D6,0.7834292569638679,0.7656592129367571,0.5653014678999315
Heist!,DA2856BC-D181-9AF0-DC9A-99A9444D5579,0.4755669628104377,0.2780584804171784,0.3455923874767347
Heist!,F1430977-52AF-4F46-BF92-0A8D736CBD2B,0.26884602644393474,0.25557568893710925,0.2774210308022893
Heist!,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,0.7498247477675554,0.48780405177293806,0.6036923425424944
Heist!,2656C6B4-988A-A958-5107-5422027AEE1D,0.8768567841622374,0.7195799265476496,0.6772423469202693
Heist!,4CAE9D77-C8A8-2EE8-53D0-7C3C6331B2C5,0.8652642868044015,0.7907668545546084,0.5919555086924569
Heist!,64A0EC69-0CE2-8405-0FFC-D63A7F55E703,0.24434859806656728,0.20877389478439756,0.15734764323271622
Heist!,772BA0E9-AC30-CEA6-AA1B-18A0300702AA,0.6333754315192747,0.17970706356772448,0.508269321053998
Heist!,B0AAFE06-91C2-2C6D-4547-7508BB719E45,0.8027712593934684,0.5181526925916181,0.6543991833745318
Heist!,C5DC661F-E2D6-2B65-4765-77C8B81D2488,0.8806324954786959,0.7396357176774542,0.7016474765390178
Heist!,DBA0C8C4-AE05-772F-2E53-E6167F8ACB77,-0.3571046466658206,-0.31708896317644614,-0.2743589743589744
Heist!,DC0BE0E2-B41E-3D73-47C5-5733952512CB,0.8541138457816635,0.6394863644864173,0.6918854246915184
Heist!,F752B62E-E95F-A65D-4CB2-8B0252E15F08,0.7980939101283546,0.7665453624132964,0.5533267193459868
Heist!,FC66D29E-8CD8-AE29-A071-33549272C1EE,0.684276361284625,0.4007133776475943,0.4767740412083672
Heist!,0B5863F1-A482-C95D-EA42-9183B5BDFA12,0.5551856080591833,0.3176753648371847,0.19309060277499215
